Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
669,535402270.0,20.0,RL,77.0,11500,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,4.0,1967.0,1967.0,Gable,CompShg,HdBoard,HdBoard,,0.0,Fa,TA,CBlock,TA,Fa,No,BLQ,872.0,Rec,60.0,108.0,1040.0,GasA,Gd,Y,SBrkr,1040.0,0.0,0.0,1040.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Min1,1.0,Po,Attchd,1967.0,RFn,2.0,480.0,TA,TA,Y,0.0,0.0,156.0,0.0,0.0,0.0,,MnPrv,,0.0,5.0,2009.0,WD ,Normal,163000
1833,533120030.0,60.0,RL,,9572,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8.0,5.0,1990.0,1990.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,336.0,Gd,TA,PConc,Ex,TA,No,GLQ,482.0,Unf,0.0,971.0,1453.0,GasA,Ex,Y,SBrkr,1453.0,1357.0,0.0,2810.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,Ex,Attchd,1990.0,RFn,2.0,750.0,Gd,Gd,Y,500.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2007.0,WD ,Normal,302000
247,906204230.0,60.0,RL,87.0,12361,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6.0,7.0,1993.0,1993.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,85.0,Gd,Gd,PConc,Gd,TA,No,GLQ,860.0,Unf,0.0,86.0,946.0,GasA,Ex,Y,SBrkr,964.0,838.0,0.0,1802.0,0.0,1.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,Gd,2Types,2000.0,RFn,4.0,1017.0,TA,TA,Y,450.0,92.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2010.0,WD ,Normal,218000
1584,916455120.0,20.0,RL,82.0,11202,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8.0,5.0,2003.0,2003.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,206.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1029.0,Unf,0.0,403.0,1432.0,GasA,Ex,Y,SBrkr,1440.0,0.0,0.0,1440.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,2003.0,Fin,2.0,467.0,TA,TA,Y,185.0,95.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2008.0,WD ,Normal,232500
1531,909275040.0,70.0,RL,,9650,Pave,,IR1,HLS,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6.0,3.0,1923.0,1950.0,Hip,CompShg,Wd Sdng,Plywood,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,784.0,784.0,GasA,TA,Y,SBrkr,819.0,784.0,0.0,1603.0,0.0,0.0,1.0,0.0,4.0,1.0,TA,7.0,Typ,1.0,Gd,Attchd,1980.0,Unf,2.0,599.0,TA,TA,Y,0.0,217.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2008.0,WD ,Normal,138000
824,906380050.0,60.0,RL,68.0,10769,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20.0,Unf,0.0,846.0,866.0,GasA,Ex,Y,SBrkr,866.0,902.0,0.0,1768.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,,Attchd,2007.0,RFn,2.0,578.0,TA,TA,Y,144.0,105.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2009.0,WD ,Normal,212000
847,907192030.0,60.0,RL,68.0,830.1,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,2002.0,2002.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,831.0,831.0,GasA,Ex,Y,SBrkr,831.0,829.0,0.0,1660.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,,Attchd,2002.0,RFn,2.0,493.0,TA,TA,Y,144.0,68.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,WD ,Normal,195000
2378,527455100.0,160.0,RL,24.0,2179,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6.0,5.0,1976.0,1976.0,Gable,CompShg,Plywood,Brk Cmn,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,70.0,Unf,0.0,785.0,855.0,GasA,Gd,Y,SBrkr,855.0,601.0,0.0,1456.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1976.0,RFn,2.0,460.0,TA,TA,Y,0.0,28.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2006.0,WD ,Normal,144000
647,535351050.0,20.0,RL,75.0,14559,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,7.0,1951.0,2000.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,70.0,Gd,TA,CBlock,TA,TA,No,BLQ,650.0,Rec,180.0,178.0,1008.0,GasA,Ex,Y,SBrkr,1363.0,0.0,0.0,1363.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Min1,2.0,TA,CarPort,1951.0,Unf,1.0,288.0,TA,TA,Y,324.0,42.0,0.0,0.0,168.0,0.0,,,Shed,2000.0,6.0,2009.0,WD ,Normal,164900
1834,533130170.0,50.0,RL,85.0,10678,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8.0,5.0,1992.0,2000.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,Gd,TA,PConc,Gd,TA,No,GLQ,700.0,Unf,0.0,983.0,1683.0,GasA,Ex,Y,SBrkr,2129.0,743.0,0.0,2872.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,TA,Attchd,1992.0,Fin,2.0,541.0,TA,TA,Y,0.0,33.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2007.0,WD ,Normal,285000
1448,907202160.0,80.0,RL,,10971,Pave,,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6.0,6.0,1978.0,1978.0,Gable,CompShg,Plywood,HdBoard,,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,505.0,LwQ,435.0,0.0,940.0,GasA,TA,Y,SBrkr,1026.0,0.0,0.0,1026.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,,Detchd,1981.0,Unf,2.0,576.0,TA,Fa,Y,0.0,0.0,34.0,0.0,0.0,0.0,,MnPrv,,0.0,10.0,2008.0,WD ,Normal,
913,909251050.0,30.0,RL,64.0,8574,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6.0,8.0,1916.0,2000.0,Gable,CompShg,Stucco,Stucco,,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,Ex,Y,SBrkr,1232.0,0.0,0.0,1232.0,0.0,0.0,1.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Gd,Detchd,1916.0,Unf,2.0,440.0,TA,TA,Y,0.0,0.0,180.0,0.0,0.0,0.0,,,,0.0,10.0,2009.0,WD ,Normal,147500
1916,535126180.0,60.0,RL ,,18450,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6.0,5.0,1965.0,1979.0,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113.0,TA,Gd,CBlock,Gd,TA,No,LwQ,187.0,Rec,723.0,111.0,1021.0,GasA,TA,Y,SBrkr,1465.0,915.0,0.0,2380.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Sev,1.0,Po,CarPort,1965.0,Unf,2.0,596.0,TA,TA,Y,0.0,265.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2007.0,WD ,Abnorml,129000
2147,907252190.0,20.0,RL,,11354,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2000.0,2000.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,TA,TA,Gd,GLQ,1412.0,Unf,0.0,261.0,1673.0,GasA,Ex,Y,SBrkr,1673.0,0.0,0.0,1673.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,2000.0,RFn,2.0,583.0,TA,TA,Y,306.0,113.0,0.0,0.0,116.0,0.0,,,,0.0,1.0,2007.0,WD ,Normal,270000
2318,527108020.0,20.0,RL,50.0,14859,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7.0,5.0,2006.0,2006.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,27.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1670.0,1670.0,GasA,Ex,Y,SBrkr,1670.0,0.0,0.0,1670.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,2006.0,RFn,3.0,690.0,TA,TA,Y,144.0,60.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2006.0,New,Partial,240000
259,907185060.0,60.0,RL,70.0,8750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6.0,5.0,1998.0,1998.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Gd,TA,No,GLQ,505.0,Unf,0.0,299.0,804.0,GasA,Ex,Y,SBrkr,804.0,878.0,0.0,1682.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,,Attchd,1998.0,RFn,2.0,523.0,TA,TA,Y,0.0,77.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2010.0,WD ,Normal,200500
1701,528118040.0,60.0,RL,118.0,13654,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9.0,5.0,2005.0,2006.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,365.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1704.0,1704.0,GasA,Ex,Y,SBrkr,1722.0,1036.0,0.0,2758.0,0.0,0.0,2.0,1.0,4.0,1.0,Ex,9.0,Typ,1.0,Ex,BuiltIn,2005.0,Fin,3.0,814.0,TA,TA,Y,282.0,55.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2007.0,WD ,Normal,418000
2516,533242030.0,20.0,FV,60.0,7180,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8.0,5.0,2001.0,2002.0,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1568.0,1568.0,GasA,Ex,Y,SBrkr,1568.0,0.0,0.0,1568.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,2001.0,RFn,2.0,564.0,TA,TA,Y,0.0,266.0,0.0,0.0,0.0,0.0,,,,0.0,9.0,2006.0,WD ,Normal,221000
1282,535476370.0,60.0,RL,80.0,9760,Pave,,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6.0,6.0,1964.0,1964.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,TA,TA,CBlock,TA,TA,Gd,GLQ,674.0,LwQ,106.0,0.0,780.0,GasA,TA,Y,SBrkr,798.0,813.0,0.0,1611.0,1.0,0.0,1.0,1.0,4.0,1.0,TA,7.0,Typ,0.0,,Attchd,1964.0,RFn,2.0,442.0,TA,TA,Y,328.0,128.0,0.0,0.0,189.0,0.0,,,,0.0,6.0,2008.0,WD ,Normal,167900
2208,909254150.0,50.0,RL,53.0,5362 sqft,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5.0,6.0,1910.0,2003.0,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,661.0,661.0,GasA,Ex,Y,SBrkr,661.0,589.0,0.0,1250.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,8.0,Typ,1.0,Gd,Detchd,1985.0,Unf,2.0,552.0,TA,TA,Y,242.0,0.0,81.0,0.0,0.0,0.0,,,,0.0,11.0,2007.0,WD ,Normal,139000
1274,535454150.0,50.0,RL,60.0,8064,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6.0,6.0,1948.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,315.0,Unf,0.0,453.0,768.0,GasA,Ex,Y,SBrkr,819.0,501.0,0.0,1320.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,,Detchd,1994.0,Unf,2.0,576.0,TA,TA,Y,108.0,0.0,0.0,0.0,0.0,0.0,,GdWo,,0.0,9.0,2008.0,WD ,Normal,138000
74,531369060.0,60.0,RL,70.0,11920,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,122.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,831.0,831.0,GasA,Ex,Y,SBrkr,831.0,828.0,0.0,1659.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,0.0,,Attchd,2004.0,RFn,2.0,484.0,TA,TA,Y,144.0,68.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2010.0,WD ,Normal,181000
517,528456240.0,20.0,FV,75.0,7862,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6.0,5.0,2009.0,2009.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,27.0,Unf,0.0,1191.0,1218.0,GasA,Ex,Y,SBrkr,1218.0,0.0,0.0,1218.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,4.0,Typ,0.0,,Attchd,2009.0,Fin,2.0,676.0,TA,TA,Y,0.0,102.0,0.0,0.0,0.0,0.0,,,,0.0,9.0,2009.0,New,Partial,208300
236,905426060.0,30.0,RL,85.0,10625,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,5.0,1920.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108.0,Unf,0.0,350.0,458.0,GasA,Fa,N,SBrkr,835.0,0.0,0.0,835.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,,Basment,1920.0,Unf,1.0,366.0,Fa,TA,Y,0.0,0.0,77.0,0.0,0.0,0.0,,,Shed,400.0,5.0,2010.0,COD,Abnorml,83000
1430,906475100.0,20.0,RL,,11500,Pave,,IR1,Bnk,AllPub,CulDSac,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6.0,6.0,1966.0,1966.0,Flat,Tar&Grv,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,Gd,Gd,LwQ,262.0,ALQ,723.0,197.0,1182.0,GasA,Ex,Y,SBrkr,1643.0,0.0,0.0,1643.0,1.0,0.0,2.0,0.0,2.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1966.0,Unf,2.0,438.0,TA,TA,Y,339.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2008.0,WD ,Normal,195000
1461,907255030.0,60.0,RL,,9720,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,9.0,5.0,2001.0,2002.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,134.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1194.0,Unf,0.0,163.0,1357.0,GasA,Ex,Y,SBrkr,1366.0,581.0,0.0,1947.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,BuiltIn,2001.0,Fin,3.0,725.0,TA,TA,Y,168.0,116.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,2008.0,WD ,Normal,274000
2673,903206160.0,70.0,RL,69.0,11737,Pave,,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6.0,7.0,1924.0,1996.0,Gambrel,CompShg,BrkComm,Stucco,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,848.0,848.0,GasW,TA,N,SBrkr,1017.0,810.0,0.0,1827.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,9.0,Typ,1.0,Gd,Detchd,1943.0,Unf,1.0,240.0,Fa,TA,Y,27.0,36.0,42.0,0.0,0.0,0.0,,GdPrv,,0.0,5.0,2006.0,WD ,Normal,202500
396,527404020.0,20.0,Rl,,7830 sqft,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1970.0,1970.0,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1180.0,1180.0,GasA,TA,Y,SBrkr,1180.0,0.0,0.0,1180.0,0.0,0.0,1.0,1.0,2.0,1.0,TA,6.0,Typ,0.0,,Attchd,1970.0,RFn,2.0,477.0,TA,TA,Y,0.0,45.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2009.0,COD,Normal,128000
1090,528240050.0,60.0,RL,,8010,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.0,5.0,2002.0,2003.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,840.0,880.0,0.0,1720.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,BuiltIn,2002.0,Fin,2.0,400.0,TA,TA,Y,138.0,48.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2008.0,WD ,Normal,188000
1715,528172075.0,60.0,RL,92.0,10732,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8.0,5.0,2006.0,2007.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1298.0,1298.0,GasA,Ex,Y,SBrkr,1298.0,530.0,0.0,1828.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,,BuiltIn,2006.0,RFn,3.0,876.0,TA,TA,Y,0.0,40.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,2007.0,New,Partial,250000
1321,902401120.0,75.0,RM,75.0,13500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10.0,9.0,1893.0,2000.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Ex,Ex,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1237.0,1237.0,GasA,Gd,Y,SBrkr,1521.0,1254.0,0.0,2775.0,0.0,0.0,3.0,1.0,3.0,1.0,Gd,9.0,Typ,1.0,Gd,Detchd,1988.0,Unf,2.0,880.0,Gd,TA,Y,105.0,502.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2008.0,WD ,Normal,325000
2533,534201230.0,20.0,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5.0,5.0,1968.0,1968.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,758.0,Unf,0.0,293.0,1051.0,GasA,Gd,Y,SBrkr,1051.0,0.0,0.0,1051.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,,Attchd,1968.0,RFn,2.0,504.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2006.0,WD ,Normal,142000
1511,908275280.0,50.0,RL,59.0,16466,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5.0,7.0,1955.0,1955.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,TA,Y,SBrkr,872.0,521.0,0.0,1393.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,8.0,Typ,0.0,,Attchd,1955.0,Unf,1.0,300.0,TA,TA,Y,121.0,0.0,0.0,0.0,265.0,0.0,,,,0.0,4.0,2008.0,WD ,Normal,135500
2677,903231190.0,50.0,RM,,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5.0,4.0,1936.0,1950.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,896.0,896.0,GasA,Gd,Y,FuseA,896.0,448.0,0.0,1344.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,7.0,Typ,0.0,,Detchd,1936.0,Unf,1.0,240.0,Fa,TA,Y,200.0,114.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2006.0,WD ,Normal,115000
2242,910206010.0,50.0,RM,64.0,11066,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NA,Norm,Norm,1Fam,1.5Fin,2.0,4.0,1939.0,1950.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,,,,,0.0,,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,640.0,0.0,205.0,845.0,0.0,0.0,1.0,0.0,1.0,1.0,TA,4.0,Maj2,0.0,,Detchd,1950.0,Unf,1.0,256.0,TA,Fa,N,48.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2007.0,WD ,Normal,68004
2845,909103020.0,50.0,RL,76.0,11388,Pave,,Reg,Low,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1.5Fin,4.0,7.0,1910.0,1993.0,Gable,CompShg,VinylSd,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,616.0,616.0,GasA,TA,N,SBrkr,1055.0,218.0,0.0,1273.0,0.0,0.0,1.0,0.0,3.0,1.0,Gd,5.0,Min2,0.0,,Detchd,1910.0,Unf,1.0,275.0,TA,Fa,N,212.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,9.0,2006.0,WD ,Normal,121000
1943,535353160.0,50.0,RL,60.0,14190,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,4.0,7.0,1890.0,2006.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,925.0,925.0,GasA,Gd,Y,SBrkr,1000.0,544.0,0.0,1544.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,7.0,Typ,0.0,,,,,0.0,0.0,,,N,231.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2007.0,WD ,Normal,138000
2330,527210030.0,60.0,RL,59.0,16023,Pave,,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9.0,5.0,2005.0,2006.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,600.0,Gd,Ex,PConc,Ex,TA,Gd,GLQ,1218.0,Unf,0.0,180.0,1398.0,GasA,Ex,Y,SBrkr,1414.0,1384.0,0.0,2798.0,1.0,0.0,3.0,1.0,3.0,1.0,Ex,11.0,Typ,1.0,Gd,BuiltIn,2005.0,Fin,3.0,670.0,TA,TA,Y,182.0,37.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2006.0,New,Partial,457347
2140,907202220.0,20.0,RL,75.0,9675,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.0,6.0,1975.0,1975.0,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,330.0,Rec,432.0,102.0,864.0,GasA,TA,Y,SBrkr,879.0,0.0,0.0,879.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,,Attchd,1975.0,Unf,2.0,440.0,TA,TA,Y,0.0,80.0,0.0,0.0,0.0,0.0,,,,0.0,9.0,2007.0,Con,Normal,120000
1675,527427200.0,120.0,RH,26.0,10943,Pave,,IR2,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6.0,5.0,1997.0,1998.0,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,930.0,Unf,0.0,475.0,1405.0,GasA,Ex,Y,SBrkr,1337.0,0.0,0.0,1337.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,TA,Attchd,1997.0,Fin,2.0,522.0,TA,TA,Y,0.0,68.0,0.0,0.0,0.0,0.0,,,,0.0,10.0,2007.0,WD ,Normal,177000
3032,527452150.0,120.0,RL,53.0,4043,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6.0,6.0,1977.0,1977.0,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,559.0,Unf,0.0,510.0,1069.0,GasA,TA,Y,SBrkr,1069.0,0.0,0.0,1069.0,0.0,0.0,2.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,,Attchd,1977.0,RFn,2.0,440.0,TA,TA,Y,0.0,55.0,0.0,0.0,200.0,0.0,,,,0.0,10.0,2008.0,COD,Abnorml,140000
